x,y
873622.8071562463,5790914.930666404
873854.2355007106,5790919.499796501
874087.4047147839,5790929.307006846
874269.727463051,5791014.8026134055
874397.2055007285,5791131.458024543
874520.0100834386,5791306.464207606
874698.1233633871,5791511.250482481
874803.3815262341,5791667.204876383
874893.3620649157,5791804.320533089
874913.3934119793,5791887.412491466
874895.916128677,5791959.828027286
874867.495459719,5792146.951091764
874853.7967538338,5792329.240963197
874822.7261611394,5792487.969045009
874820.8060727891,5792607.971138885
874852.7040488224,5792658.844975345
875005.2126482455,5792728.828185401
875157.2355743786,5792771.072692073
875415.3904681533,5792800.547929657
875542.6738354594,5792791.980424978
875619.4647098511,5792754.672201554
875712.0750921351,5792666.84121521
875899.9115287167,5792426.102512152
875936.1615413977,5792293.405740626
875997.0597669521,5792119.553135062
876096.6658551593,5791943.881843274
876274.8951996361,5791788.779593016
876475.1597683292,5791733.500951127
876593.7521467474,5791738.316600584
876786.5829347242,5791716.125235029
876987.2765496451,5791656.387750121
877168.7771365563,5791684.0232153
877439.5748553872,5791701.374233156
877591.682501967,5791680.838682728
878232.6599747742,5791402.817946427
878513.3335260375,5791298.436122205
878595.5613307578,5791315.346039227
878717.7317238314,5791397.347644517
878920.3812317591,5791488.019989471
879092.966297646,5791537.990968934
879245.0782470589,5791545.5901774
879471.0540183582,5791526.197055839
879596.2715871714,5791513.46413719
879685.5529001268,5791530.87819683
879849.234566417,5791572.6101659015
879927.8871568848,5791574.107556987
880128.5875774032,5791542.501871908
880174.0907265535,5791571.898565683
880186.9969426914,5791644.36434619
880225.791032226,5791928.036008688
880251.9739590466,5792016.677705058
880295.3718347438,5792010.214151595
880617.6055412277,5791751.446723704
880990.1335423766,5791488.84972341
881086.507514095,5791476.753043165
881285.3188731144,5791526.388548266
881584.9802035211,5791571.35963627
881711.954650844,5791564.1760156425
881998.6306034666,5791388.931009546
882297.6642217435,5791352.455160811
882705.1197225004,5791390.767652813
882818.946794858,5791401.1663402375
883338.0853292056,5791474.85708319
883461.3109229816,5791515.733178813
883843.2543420019,5791544.907185916
884081.4468153261,5791610.388435405
884604.0731687478,5791641.21855202
884900.9866274369,5791630.15667622
885099.5538076789,5791598.388895629
885646.8368013145,5791329.995616141
885944.0229432319,5791257.64007248
886299.3664680532,5791177.5466235895
886396.1180409801,5791190.630144615
886709.3690514568,5791328.547105643
887072.9372519563,5791580.880419286
887376.5757134866,5791924.7579801725
887531.3476523876,5792187.925240281
887725.0081967403,5792848.835735776
887776.2214901197,5793238.659815628
887741.4428718945,5793485.551704686
887666.2315310871,5793673.371099257
887597.3994621864,5793841.026146439
887567.4125650282,5794001.415269656
887562.9913698393,5794200.078995351
887538.5039665407,5794292.569550622
887502.1278388891,5794444.858630139
887446.8876681379,5794506.617075781
887360.9008564192,5794565.844205909
887170.32782533,5794616.517071975
887062.0971733491,5794714.54756894
886852.4738119575,5794852.969060823
886699.7877896639,5794995.651368789
886569.5991050146,5795155.732143881
886546.8212278141,5795258.400821103
886510.209326785,5795382.996997227
886507.138971347,5795449.099233076
886591.7776794324,5795550.632130433
886797.2506177666,5795664.699242686
886938.9526827435,5795798.564485047
887134.6893145799,5796028.986833702
887353.7195972155,5796325.484266421
887611.8719837259,5796553.4898954285
887882.2681490348,5796774.52007847
888131.2467521925,5796968.5997318365
888266.3289977479,5797038.601432678
888367.3321207591,5797087.708417906
888453.5355954318,5796623.345123472
888791.585983957,5794904.233758049
889130.8022909203,5793172.534668826
889482.5200423124,5791431.87767694
889817.6869836362,5789692.352007313
889887.843890601,5789335.776673412
890013.1558629224,5788713.828456649
890210.8355624661,5788143.607962563
890256.2152095829,5788027.1809320245
890401.9790914623,5787738.635093348
890406.4943448548,5787626.438153719
890365.9122919233,5787482.825453112
890294.3372240473,5787193.866248141
890279.0449950377,5787059.900264624
890309.6698688386,5786891.589961629
890352.5397329561,5786778.022900391
890415.4858223741,5786653.006688662
890557.2311134882,5786527.035100326
890612.3567217129,5786437.630966305
890860.1905963145,5786039.979346649
890893.9834621563,5785891.976616068
890850.4981179377,5785694.834488753
890694.005729341,5785248.006536552
890566.3855698168,5785089.638556772
890389.1289832717,5784949.83314372
890245.7906806489,5784950.55726066
890210.6582219274,5784942.593519401
890173.141585615,5784903.841991865
890120.3067354276,5784764.2054245565
890102.3326166514,5784665.688155415
890120.5822278277,5784588.281556919
890238.0967876355,5784437.166868065
890316.7417069697,5784382.37380231
890538.4710359006,5784155.956439206
890696.1901352468,5784011.142415601
890776.1809695701,5783910.763150258
890836.214938514,5783704.072726471
890893.4324627104,5783619.388522565
890988.2028615372,5783571.452925999
891093.583115832,5783566.951950709
891252.229580653,5783526.843151031
891396.6343915358,5783426.698822618
891541.415783053,5783292.955270283
891641.23721001,5783184.07361689
891805.9878948859,5783098.106003057
891979.6730516516,5783021.001130449
892247.4436289957,5782931.071764543
892486.5989976056,5782841.334990893
892673.2981662578,5782808.058749349
892730.7921018779,5782777.141799563
892746.7701765412,5782699.518662486
892723.2338296145,5782549.836176213
892705.7838365453,5782387.503813606
892672.2387403589,5782014.6875303
892688.2392590869,5781962.766093783
892817.046810448,5781850.793521384
893100.2740448073,5781632.4760593455
893564.0716433274,5781252.690725878
893749.0575058175,5781153.256244735
893963.7060220744,5781043.387088521
894021.4691589235,5780979.3103393
894081.0757671129,5780894.764630807
894117.6820699002,5780711.7291723685
894191.1438746348,5780575.041571755
894236.5278973394,5780545.654792654
894394.7483640191,5780568.783179609
894695.011199739,5780693.738074899
894941.6025883725,5780831.245967587
895082.8126075822,5780942.490478052
895219.2305518995,5781084.0275154235
895341.4133117754,5781252.457134749
895346.7332381391,5781331.836851485
895369.3393059691,5781348.792474603
895539.0344061287,5781174.3532305
895694.2119355367,5781003.740623903
895767.935744737,5780805.749520527
895908.0857717595,5780669.56781737
896076.1695310142,5780573.934968207
896288.4263289507,5780318.443804616
896623.6746387045,5780078.745444761
896701.6330725383,5779975.12678482
896661.4494923812,5779709.278303698
896571.8725806619,5779349.97522544
896407.3435017772,5779088.530842686
896186.4304609993,5778754.07851865
896118.4241932041,5778710.2254045615
895921.8503628315,5778632.624884847
895650.6064000091,5778592.017840408
895582.3449658423,5778578.821349129
895546.0180265867,5778468.782564258
895532.1855145282,5778317.290312067
895515.2652652214,5778119.40292681
895568.5030178729,5777937.817651786
895758.1186823006,5777840.919127244
895999.0253908972,5777787.482112616
896150.0606519072,5777636.6169868205
896295.65714303,5777493.245275527
896411.8116805452,5777334.469274285
896624.4612243109,5777015.278666577
896694.9016453024,5776861.764410241
896694.4004543342,5776861.786461439
896694.982082308,5776860.760187635
896732.466660357,5776772.927020341
896800.5477742244,5776555.72218408
896865.3529618882,5776494.768230559
897063.4770116272,5776469.914066075
897320.0385378968,5776401.647296961
897632.3305195797,5776296.778482785
897794.1011194204,5776192.090995711
897907.9927022678,5776086.383021478
898019.2057448679,5775895.920379727
898073.7534766532,5775726.839551549
898111.0102850227,5775678.666795562
898287.4495033041,5775509.285876421
898294.7542783653,5775420.401519237
898252.6877221505,5775322.432527772
898266.7582388349,5775090.773966607
898296.6659571441,5774784.114720394
898323.802876889,5774717.498220422
898403.4879524101,5774618.921746786
898717.4843275929,5774465.433122746
898891.6771988522,5774410.916389593
898941.1766794334,5774420.057358835
899046.5632381816,5774446.376532692
899194.005315675,5774397.227871647
899510.8118457863,5774267.129308479
899617.1244389208,5774224.669701741
899946.0702274876,5774177.470930924
900254.7694659114,5774204.9050451
900420.3099448303,5774198.051760024
900491.7651211339,5774142.615780085
900614.2984899455,5774078.362465675
900707.844190517,5774073.053654078
900760.8095951884,5774069.907548729
901163.7480858056,5774054.3477117
901353.3576615327,5774074.579295876
901502.1493565871,5774155.90347166
901628.5782953319,5774220.136743913
901742.3484470602,5774259.721217753
901848.5345540914,5774247.913258131
901940.3615635814,5774207.15289336
902177.7310849881,5774024.690516078
902432.3814432775,5773835.648433109
902626.1156939465,5773777.261994594
902825.3181397087,5773709.251972418
902897.178327293,5773648.854101356
902983.8902698291,5773497.16921439
903108.8247340965,5773285.316701145
903274.9870567247,5773096.853413345
903439.4245074799,5772870.060124242
903649.2156710763,5772585.347595673
903807.4247109143,5772435.0110550765
903895.1129744141,5772385.98503854
903925.8479214665,5772391.010224096
904089.5137062256,5772437.275277644
904192.6468170934,5772491.525485881
904373.09732054,5772478.316608809
904543.038200636,5772504.97718979
904684.232588105,5772562.428516955
904887.5899882404,5772648.101741347
904973.0216774821,5772657.721275224
905038.0893975156,5772532.880220618
905114.1363895447,5772247.488830609
905127.416093668,5772115.735400421
905091.1782500384,5771943.818570716
905105.926454858,5771822.383485242
905242.9657749435,5771608.985755546
905444.3656071861,5771310.869652657
905521.6347594257,5771155.901044592
905536.9116226911,5771029.499761508
905521.1562417952,5770813.392659282
905537.877049579,5770772.059467122
905545.1010544023,5770754.038857812
905629.6101322443,5770715.282630876
905804.8352282123,5770678.029331552
905946.8236531139,5770666.636928291
906167.7275601241,5770656.767406646
906237.5663432139,5770621.222336667
906419.7215264858,5770442.295228598
906561.535407624,5770287.603035536
906681.3959792552,5770166.781152893
906716.0018398288,5770093.256745612
906785.8246124305,5769943.053063751
906876.6632692849,5769827.388886644
907109.3584142721,5769613.762431292
907558.0118537,5769274.880283671
907764.2172965731,5769064.107487082
907900.1950076966,5768922.051834804
908204.5971019701,5768622.431644194
908417.5938618508,5768476.035448015
908768.2260362719,5768369.288715572
908925.6030318013,5768259.125460954
909075.1399404312,5768097.57511941
909231.9830801187,5767875.273366337
909377.6739093434,5767762.120995633
909521.8913546356,5767666.423480539
909727.3283137464,5767463.742018977
909787.0594764048,5767407.30627219
909889.2365911783,5767298.138018078
910019.879526061,5767163.1276620645
910230.2078179439,5766960.351852607
910328.137571277,5766873.952390662
910379.7251615542,5766739.930351267
910436.5207879405,5766660.164392291
910539.0962967398,5766576.561598548
910960.3240299807,5766281.20067051
911147.9122027342,5766092.0599763915
911332.5772546916,5765882.653653644
911511.8203373298,5765853.713246236
911815.3626270825,5765827.536798857
911901.1746428208,5765800.973375229
911919.6679414499,5765751.67392632
911904.9960814653,5765668.55774447
911787.1752980246,5765500.418028929
911753.996217504,5765349.369030003
911704.9961821283,5765189.948430271
911521.841094829,5765090.382496254
911358.1170713723,5764928.901695186
911139.5169320118,5764589.055713065
911065.9880195654,5764320.055635491
910985.91461482,5764011.745813211
910784.2765755496,5763466.211881008
910738.2660046049,5763153.205195015
910762.0715627042,5763007.393500535
910797.40153916,5762838.738717195
910713.0827666714,5762553.261723623
910593.643602376,5762318.63382205
910584.0224394449,5762113.743468609
910661.7687250522,5761866.765190072
910855.1852527271,5761606.724168698
911109.5186315663,5761305.512609062
911372.1134508427,5761078.8788169455
911512.983126768,5760875.83414675
911638.6383547302,5760627.793274802
911823.2972026704,5760415.801875617
912324.700796932,5760078.18237737
912707.4874310694,5759841.338316975
912934.7499616859,5759783.231144444
913152.4926551325,5759800.680595272
913390.0337186478,5759917.351156625
913493.6154920702,5759964.628728146
913723.2483430266,5759964.535061581
913868.7156720622,5759916.178826671
914064.7860034298,5759890.168606721
914224.7822342938,5759893.84546419
914385.2397194162,5759974.452750909
914469.3751414567,5759997.003610312
914544.4226489208,5759932.307690406
914638.3744796296,5759680.152123298
914594.0856711053,5759366.73776687
914524.0356437541,5759130.664676895
914505.9054623253,5759062.836840264
914372.3405876019,5759005.00099995
914214.7723745246,5758863.268921891
914177.724396913,5758796.341597984
914172.678112697,5758634.591725565
914099.6396772688,5758485.237426477
914107.1802882986,5758427.033418934
914153.2180160354,5758364.997157226
914200.3045019688,5758320.619480604
914330.6949492897,5758224.816756926
914369.3588871171,5758138.519660475
914348.1092035418,5758026.660695506
914311.0282063452,5757903.428412304
914309.9854906724,5757752.511031354
914337.344326224,5757657.767835968
914322.7752195384,5757552.056650035
914226.7013517031,5757420.864656292
914153.4215666322,5757327.326670835
914124.6086880297,5757220.369686245
914125.630826545,5757154.070443515
914150.3187993097,5757064.137444198
914303.5551679891,5756898.813418798
914446.41448637,5756773.363150418
914561.1030568691,5756691.3282768885
914755.3498152816,5756550.023430965
914963.719314633,5756412.846593914
915186.7105974124,5756271.392019167
915404.3329173482,5756055.5979102915
915626.2155245622,5755845.181580036
915901.9559176493,5755565.244126292
916045.0673481283,5755381.5281776665
916170.9911522319,5755200.888295945
916244.5164674622,5755099.838985317
916221.9819573514,5755029.0759684695
916097.7445255528,5754972.082241152
916037.6224851112,5754866.948500777
915981.1664672367,5754665.176838274
915989.4612936805,5754543.182326036
916019.9854556478,5754413.0068791285
915981.4516575993,5754307.7291277
915943.173400303,5754196.996867495
915952.7955261118,5754087.706437823
916033.6640643446,5753985.266459541
916095.126348697,5753939.557957739
916131.7014436034,5753904.33803454
916146.5610664807,5753844.241642693
916104.4572982054,5753779.414198508
916130.3760974135,5753700.120086975
916200.8578618151,5753442.976789838
916234.19364638,5753336.1371190725
916304.9512009403,5753265.55215852
916281.9077482253,5753227.971206902
916125.2939503809,5753160.215193544
916036.1993442372,5753083.5202119285
916003.4986119526,5752965.657788722
915942.3191773582,5752845.49254099
915846.8065904002,5752760.135594161
915765.0522206228,5752709.705740824
915653.2058361623,5752676.815503661
915629.8761695736,5752613.470345681
915634.7260551051,5752340.40552372
915655.2829122605,5752242.516231995
915762.3454641256,5752114.135290481
915756.9048337139,5751957.773694752
915744.93349155,5751765.288207444
915716.403821357,5751709.118439974
915658.2008819653,5751663.0873237625
915550.3531158539,5751638.091720906
915501.4637053434,5751595.338764875
915512.3363874365,5751524.844738333
915685.8262160154,5751430.053304754
915920.4689011483,5751210.604976776
916065.9876471491,5751080.326760521
916252.9517334849,5750994.758022333
916412.5168155538,5750922.417805363
916583.7212689992,5750799.318995763
916647.851127945,5750748.795873492
916673.1072713344,5750707.631591638
916694.914274114,5750676.255767756
916698.5427366473,5750553.900547614
916710.8299204569,5750514.688374036
916733.6356018572,5750469.315555802
916755.055545768,5750412.742064463
916761.8180877881,5750390.167782862
916750.2287891343,5750356.019895572
916731.5832318508,5750321.30934581
916735.8256632746,5750298.534100086
916751.9016606442,5750279.237781261
916805.6819861804,5750263.585668106
916911.8324108875,5750226.087178193
916957.60605188,5750191.644719852
917004.8371803977,5750142.246351259
917060.4115176045,5750077.461150471
917096.0718203626,5750022.069318087
917119.4632061583,5749970.225467865
917132.5782683877,5749899.379233512
917144.2838782301,5749844.550384888
917158.6432886238,5749815.068864052
917216.1127980172,5749786.6136532165
917323.6262561955,5749759.815283514
917449.2194779326,5749716.384103356
917491.8134207745,5749719.873427897
917598.1834958337,5749764.891491618
917663.6563374053,5749782.88174919
917726.0720811813,5749780.48530994
917768.0038089238,5749763.794390914
917806.4459704442,5749733.806177459
917834.2235216853,5749687.335460687
917863.0417132542,5749569.552771431
917898.2442211729,5749434.717921255
917944.7039018384,5749221.2968746405
917961.8419245555,5749158.9052668875
917988.5465652599,5749066.556107308
918008.9826334359,5748993.819115206
918016.1409428734,5748935.6247667875
917998.9612524117,5748883.3919069115
917977.8852936483,5748850.478265194
917989.4717964059,5748826.312455717
918050.6573110672,5748780.108895572
918092.9570291272,5748760.460159248
918131.5362410711,5748727.962270877
918215.2102733493,5748670.998627317
918355.3220338264,5748596.072835333
918431.1362917668,5748548.530551889
918525.6125917335,5748505.539996749
918593.0735141402,5748470.381964323
918677.1700049444,5748436.612092872
918752.7408935506,5748419.739348114
918889.5559525492,5748413.410171913
918966.7410127977,5748407.227595761
919042.0464445606,5748392.806682391
919110.8333316515,5748370.290965326
919148.1061739612,5748353.305114743
919168.4234212445,5748311.2311823275
919185.9384225087,5748215.596507989
919204.2594987982,5748110.039808551
919226.563756181,5748042.536443764
919259.670618281,5747961.288035294
919279.5771054911,5747893.515648464
919284.4875111568,5747835.60749235
919278.0443776309,5747768.1925992025
919237.6774721585,5747708.542376696
919156.4500539524,5747619.9234543415
919106.1263511336,5747564.970592971
919081.075586018,5747519.156097872
919085.442428886,5747496.374088894
919108.1888596951,5747452.502375455
919170.1571005661,5747368.156232601
919239.9670007685,5747276.766304148
919283.0498100835,5747218.975758299
919312.7149284765,5747178.175062061
919339.0246560555,5747121.505343224
919387.9800814264,5747107.440839384
919513.3517603454,5747095.172955042
919587.1932504693,5747070.61649913
919672.8579558182,5747018.8165553585
919740.1608182765,5746958.009031613
919794.5865040225,5746906.721499378
919876.6329263661,5746841.56657717
919961.9120751943,5746764.6294738315
920019.2353029641,5746708.019312638
920026.2715506734,5746680.42533313
919999.8818505335,5746624.470819325
919930.3641928447,5746511.679134959
919881.705890686,5746407.596100881
919835.8949715715,5746352.505120709
919798.9597875401,5746221.746015948
919848.2007071374,5746233.384953836
919894.2461698356,5746227.145353848
919921.9362779191,5746209.270121941
919954.5013011389,5746163.208588184
920027.4135389159,5746120.9218542
920089.8088146419,5746090.365576579
920145.3999775517,5746053.729454834
920228.29442937,5746007.306810709
920314.381632435,5745978.700216169
920400.7519157764,5745975.735479121
920473.9506168646,5745986.872001193
920581.2384430222,5746018.830858049
920670.669451832,5746008.596689506
920766.4736630556,5745978.306189729
920844.0157002282,5745938.440701216
920881.8255168301,5745913.92030223
920950.8567908899,5745860.792336189
921020.0133364134,5745807.658671252
921048.4717508083,5745781.801977114
921087.569610947,5745713.673538148
921108.4462314453,5745692.283771756
921186.5688662783,5745673.541427231
921367.1202617511,5745632.159669276
921465.8775644455,5745622.698692806
921515.3819551452,5745631.822504365
921620.7081664082,5745717.430589509
921803.9249625538,5745873.348020133
921996.1700321,5746006.838446415
922134.503316509,5746097.674235393
922231.2988981204,5746141.8633263325
922289.855103275,5746156.779437129
922323.1241880684,5746159.492131261
922347.7449121876,5746151.45142217
922414.7848885952,5746093.154730541
922489.4008686458,5745999.7926227795
922538.6008165337,5745927.396641774
922569.8571938307,5745896.78443409
922600.713505608,5745871.195881761
922632.8962411993,5745858.250758356
922680.8093807298,5745857.183202209
922717.7000270027,5745873.313138594
922748.7204256279,5745903.971021354
922765.398020608,5745961.673037597
922771.5378214008,5746002.948883923
922782.8645968669,5746039.5512666665
922811.8930255743,5746065.041596369
922859.1435815056,5746071.51243129
922912.509393516,5746063.3192724
922976.4977291272,5746042.952265115
923041.1637078292,5746012.605809207
923101.8428377358,5745971.861630235
923152.1274258379,5745942.780512875
923176.4855811256,5745937.254191919
923205.3587802488,5745937.1586784385
923281.4891255761,5745940.905454989
923393.5702351318,5745973.2762394985
923496.7282179315,5745999.911711505
923580.727138585,5746024.896526119
923662.0714133219,5746052.25211885
923674.5017168922,5746063.337968822
923693.3577784566,5746080.457972233
923734.0967542491,5746137.152678397
923769.1811127194,5746232.519595968
923797.1681433916,5746298.729732617
923826.9981824736,5746341.893118372
923872.5259525777,5746371.280189557
923941.2212761816,5746407.646217449
924011.1196130513,5746429.003469846
924092.1659485928,5746433.15743828
924170.052075498,5746445.148627229
924275.075118585,5746476.89510973
924324.455942722,5746486.02441671
924367.4307916646,5746489.556674559
924419.8692905304,5746491.35386476
924480.6535284824,5746422.445773623
924543.1699528585,5746361.282326557
924623.2253771974,5746290.953420576
924713.6951775518,5746209.398079086
924744.1490609667,5746188.77006139
924789.9338308006,5746185.043530417
924918.6294694117,5746190.581209204
925177.7790432505,5746209.963223208
925318.8647846039,5746209.06733246
925405.6074248326,5746203.142813224
925449.534853732,5746191.676804476
925494.7585187786,5746167.262526394
925572.3164128667,5746097.231048426
925614.0675924264,5746054.386168422
925675.0223306451,5746041.849444093
925745.9527162001,5746052.710172726
925879.8848854677,5746110.014644078
926021.1395190911,5746165.428939424
926134.9538543153,5746205.481688332
926198.3224479584,5746221.246968446
926232.2611409271,5746216.545360631
926279.8891930508,5746189.7709640525
926326.9799621545,5746170.529572774
926348.6691807394,5746169.814708075
926432.4083425616,5746197.313841736
926552.7654289552,5746245.961251759
926615.4490978038,5746268.765525946
926711.8260407627,5746289.757557008
926749.2455037847,5746328.579307756
926775.9021890301,5746382.0222885925
926772.7501654899,5746448.180648648
926788.6282544273,5746488.211310621
926816.8677602959,5746521.183967605
926866.1126504019,5746532.822020865
926945.5691271598,5746526.783233558
927051.2181341788,5746494.735948604
927191.4609959807,5746447.507335417
927323.3174212422,5746387.009931692
927367.6335264643,5746373.022973653
927410.4963939226,5746374.056537052
927431.3605087894,5746382.827423399
927456.806504041,5746392.958822949
927484.9118712342,5746428.503249273
927500.8089904475,5746496.630356542
927508.8386824336,5746571.240101968
927490.9263751598,5746671.847254607
927467.0774049985,5746813.205609467
927459.9232886293,5746871.407402732
927466.0858224807,5746940.843594773
927483.5963511998,5747047.320794018
927523.5913811771,5747140.157030718
927572.6448771212,5747269.385270145
927594.5145989467,5747322.478372074
927615.5601766107,5747357.398363525
927660.1623389483,5747396.776998369
927748.5772914762,5747455.357196215
927801.3474479773,5747539.177343399
927868.3383094982,5747596.020058905
927950.7607130674,5747669.197100603
928001.2399411177,5747724.646922712
928018.7196747893,5747772.303591942
928020.9026652345,5747889.662859787
928027.7701278188,5748007.877435683
928004.0237388514,5748121.07102649
927993.9699412964,5748212.254195899
927979.7914747183,5748295.548408612
927991.4062264641,5748357.858459812
928006.9990520136,5748399.90452115
928073.4710616725,5748492.376674071
928099.3187923215,5748525.205896707
928088.1555381077,5748544.850839101
928025.1968580403,5748554.785049578
927917.2724511956,5748586.556008425
927761.0782225314,5748653.138561838
927628.8181712464,5748718.656196553
927529.1668089009,5748794.4249046305
927413.5829119491,5748917.583448056
927309.7130660666,5749016.629538678
927181.4608208671,5749120.701813269
927132.8789447697,5749129.244937932
927104.9559647695,5749147.569750622
927080.3423943252,5749186.272107107
927052.440199854,5749232.754859018
926961.322663755,5749322.284447255
926839.8614876398,5749429.369925228
926715.493132114,5749544.343506023
926606.1668569243,5749650.450506931
926530.0713022085,5749730.675553975
926463.5961129132,5749840.320799004
926444.4882073965,5749925.708601747
926461.1662581698,5749983.411832845
926502.9928222221,5750055.765872554
926578.3683804325,5750125.877629835
926663.1832426046,5750171.541161798
926751.0307181788,5750178.836774391
926868.9742345499,5750199.124050068
926933.4081905322,5750230.049995283
926977.8844298047,5750269.434743701
927011.4625315301,5750326.011470332
927018.6886896236,5750382.946197178
927024.9568703601,5750623.76811546
927028.576255168,5750664.843958809
927066.5618369505,5750754.952547681
927092.9773465719,5750811.4096619785
927139.7317112536,5750881.667790046
927221.6676105177,5750988.470170415
927272.8091773606,5751064.102526096
927272.6565012105,5751238.0668572625
927270.7312957245,5751375.691365581
927285.3585353125,5751424.162299299
927309.0240018594,5751486.435965926
927382.7058031519,5751546.862236901
927446.9303404874,5751634.115329621
927514.7857615988,5751732.220241356
927613.6665663177,5751861.047201805
927737.4984784124,5752058.348443423
927865.9351644204,5752257.510235774
927968.845306886,5752447.544298373
927956.6998105132,5752559.153818367
927975.1190813886,5752622.036249636
928011.7997070928,5752694.4320734255
928094.0207124585,5752821.371835682
928117.3998475149,5752907.812231549
928163.4182283138,5753011.706235302
928220.5656830508,5753042.51940259
928281.1022247947,5753006.790412193
928538.176599508,5753021.524563394
928593.7231659353,5753044.712193709
928647.1445511446,5753117.991518414
928723.4887305202,5753500.435378374
928831.1565299201,5753773.295883491
928964.9210853896,5753884.931295816
929058.2393523154,5754076.644539614
929222.1165124085,5754198.831875233
929357.0677517826,5754325.558233883
929389.4992297995,5754417.792031322
929481.8583654064,5754701.97132539
929587.0074830529,5754838.844952531
929626.5067155773,5754934.644536383
929664.40854862,5755075.568844451
929715.5736027769,5755254.262329883
929796.1438372973,5755427.89543463
929951.2246864334,5755597.0307888
930091.2801167523,5755744.932538928
930136.419034279,5755912.567947403
930177.1134443007,5756184.462190417
930208.4318914665,5756562.648395301
930297.3593400493,5756884.775301835
930270.6339181893,5756915.747156885
930320.7792162366,5757188.40974216
930403.4272083116,5757310.890497983
930508.0704497023,5757480.95258578
930659.250602412,5757719.220016587
930709.1276561428,5757833.456753815
930767.2375321769,5757907.656048253
930935.989813027,5758001.536155188
931089.9329397326,5758048.454629436
931532.6208882447,5758049.329421935
931854.3973846238,5758036.672938588
932118.242980837,5758003.685014119
932395.9129355017,5757921.023720889
932536.9589490565,5757841.173182231
932625.6611599573,5757731.2945837425
932666.847558816,5757617.58062894
932772.0856214621,5757509.595380373
933012.1120621678,5757338.868125595
933059.390471841,5757345.77969601
933135.4283766518,5757377.696186197
933307.1842534855,5757521.128392927
933452.8258394352,5757661.9032933675
933505.6196024321,5757740.657953454
933584.8445827182,5757765.29948891
933647.17052885,5757763.40810304
933820.77895437,5757748.127502398
934057.1485413614,5757809.8450037185
934359.8970073432,5757959.10105255
934460.602030234,5758039.295754296
934529.6877279687,5758178.277536333
934554.5778854559,5758303.577533593
934671.4139466553,5758418.2870611865
934872.5998420246,5758579.250548059
934929.7851714772,5758663.443148579
935095.8553969113,5758869.770119285
935311.8613764277,5759108.360435488
935386.8582041056,5759153.277767621
935427.586061238,5759126.438783621
935471.2073737535,5759063.67717987
935544.5188987941,5758993.777594732
935754.2277801408,5758868.823634283
935962.4195129512,5758787.990760001
936020.5676021257,5758752.054884456
936153.4735829257,5758628.256689385
936269.8881537738,5758531.285285291
936372.2027680929,5758455.7155809505
936380.2973615795,5758418.184726955
936373.1867440041,5758363.80725826
936345.1834392672,5758300.094836603
936405.3791352843,5758323.203659613
936453.8837840206,5758370.986879051
936505.5843337981,5758408.92857598
936578.9578621334,5758417.997897198
936681.0503049078,5758401.261063629
936832.8337951454,5758389.200851362
936892.9969034966,5758358.931721988
936981.3674344044,5758169.649073251
937057.211240096,5758097.443790216
937181.6424643242,5758044.356920317
937253.4992731804,5757989.474944908
937275.6770565859,5757927.412767041
937248.4442464692,5757855.780571558
937217.7215971876,5757715.4665248655
937197.5882059119,5757537.259741648
937185.8776629671,5757398.04088704
937249.397530642,5757247.907483543
937335.6534951021,5757084.059885843
937406.3588333533,5757070.279851528
937538.1427040071,5757040.894519715
937680.015781215,5756979.207661673
937749.1806779589,5756900.976105062
937793.8539088157,5756828.213274157
938072.8280901075,5756569.125714289
938171.2272241976,5756429.391665646
938162.1120015902,5756344.687613218
938146.9682791391,5756243.35478283
938083.3648613455,5756122.961058054
938051.1707549657,5756000.107446759
938048.9293139572,5755889.752708145
938089.1804297181,5755785.95742633
938155.8621824182,5755600.383260781
938155.9130003542,5755490.739738235
938094.2789239918,5755375.014516526
938015.3985717011,5755291.596709478
938011.0436893443,5755043.282398914
938072.1605959415,5754757.199079573
938042.0776551721,5754581.244889536
938001.8932366406,5754467.757557091
937889.4863283422,5754276.439406666
937829.5492262699,5754115.079929391
937854.6044682174,5753991.93266554
937943.353657822,5753772.456207636
937957.2903284659,5753725.338501081
937946.8979388283,5753435.360728495
937925.0533080045,5753139.320794819
937935.7425779327,5752909.921933486
937967.9682036516,5752762.17242551
938112.5774916694,5752641.90281656
938263.6551177824,5752583.926827526
938483.5825100627,5752559.873294333
938609.7719811258,5752540.115245637
938686.6994969881,5752511.284075539
938781.4699427639,5752413.50662489
938791.3248501011,5752376.081884795
938827.5140292936,5752343.368103272
938975.7068789968,5752232.886775402
939171.2261198575,5752152.466396387
939333.5600278971,5752071.331836572
939432.4218243583,5752005.600768998
939518.366910232,5751951.333806941
939598.5935837608,5751878.984276629
939606.1344010441,5751845.917591991
939601.0362326411,5751764.035164756
939605.6087296187,5751651.744825364
939659.2988511107,5751354.461633558
939655.885174872,5751223.939032821
939628.0860553323,5751070.782654287
939594.316565235,5750960.386332501
939558.6196215753,5750929.244198505
939521.8832441046,5750911.165753857
939420.6846580112,5750892.2019875785
939366.7583145793,5750849.542459364
939335.1671669113,5750798.1908659525
939339.6243452976,5750716.571178048
939357.8230358529,5750641.661952119
939414.5678991711,5750536.185430759
939472.0351717458,5750449.389077228
939559.6631339304,5750346.479842162
939613.820985394,5750300.197096927
939728.3666881006,5750217.617731724
939796.868307481,5750171.94770843
939878.6978945233,5750107.284313148
