Obs Streamflow,Model Streamflow,Model Stdev
172.70416320000004,129.01081102116547,4.5232447658685775
203.96591039999998,124.22176739892359,5.610175058556114
209.3461024,131.8533791229092,4.11838296499794
118.59075840000003,191.25739856947916,10.78355070341646
56.548649599999976,124.01216734649131,5.719277067375777
76.54031040000001,126.84427776175329,5.577306403675453
101.91216320000001,117.56964195435864,3.8037228023115084
112.24779519999998,112.02012608291346,1.1265315004573047
100.38305600000001,114.54858593245353,3.0508031563447657
157.27150719999997,114.02587327098223,4.243345477108694
178.4807904,119.31897326174015,5.256070447568107
159.98991999999998,174.9312470783803,8.53761219411748
134.9861856,142.79168659299756,1.792307557773414
145.01033280000001,201.11419723503502,9.509599947461226
138.6956864,122.90040472276087,3.6084487615758833
132.9756928,141.4805206761423,6.587873342117804
126.88758080000002,151.40012725912976,7.718703317806989
121.36580479999998,155.34707649217597,8.084886562098166
121.30917119999998,147.91280124343535,5.66032182446322
117.0333344,136.55795787226094,4.305839669688844
108.11354240000003,129.7256622139115,4.142666021912659
102.56344960000001,117.92806662714867,1.9400680034841178
104.94206079999998,113.99564691780267,4.205596842714464
107.77374079999998,113.39908499952844,3.830642649372034
117.23155199999997,115.80865818869785,4.957699596712809
109.27453120000001,114.75530205296047,3.394153390015178
107.77374079999998,113.93083398103249,2.09592894218078
105.3101792,110.91394592740994,2.71258345014889
111.70977600000003,105.26602617876875,2.535165087917793
73.51041279999998,100.00412071833682,4.175071372617786
69.88586240000001,104.39849825659326,6.470913620066158
66.00646080000001,107.7261162421641,6.8212053979521405
69.85754559999992,106.91350662365295,2.9012786834888713
78.97555520000003,106.29799315272635,3.306044371018359
85.0070336,109.2495052162028,2.799650869503058
90.52880959999999,124.90958516312173,2.909953713660212
93.70029119999998,130.50560100361105,2.95064269240009
92.99237119999998,114.91934284747674,5.738819285088421
94.97454720000002,106.11412189297096,8.978491807228105
93.72860800000001,107.50711594495596,10.234916739484765
112.41769599999998,108.27484608950482,12.52233703495249
206.146304,106.01748957395768,12.785484560356181
227.4688544,108.92923770938711,9.451704337945511
174.6013888,123.31753800974565,8.7508496563961
99.42028479999993,109.31655663346743,8.031234992905437
123.036496,118.65211893603754,8.71138433756594
124.3390688,120.90641985704474,6.869801183663563
134.24994879999997,134.03817728451526,4.154600947886407
114.45650560000001,134.85529819653823,2.1183227785628125
115.07947519999999,122.52430566717106,3.4474435256869826
120.57293440000001,145.30826052310238,4.722681492672464
118.08105599999999,118.79160511016073,4.832332731074787
125.52837440000002,119.63280685376048,3.5109368030065204
120.17649920000002,117.27761638089777,5.410664615397036
76.31377600000002,118.82802505047528,6.9876638365464085
71.18843520000001,118.9007413340218,9.661435108084632
48.053609600000016,92.6788306303564,16.00205039815526
29.987491200000022,91.3593974419818,15.948937233818782
35.877385600000025,90.02373183677014,15.98782674944531
70.1123968,97.18117708669467,15.97214547038465
102.53513279999999,128.38858897526006,14.353487257332167
108.7931456,121.60312974467939,12.549184997005131
131.41826879999996,112.5390347008451,7.9671167443487585
128.1052032,98.74280562476275,6.384917900898651
105.11196159999997,114.08828979765246,5.253564814391864
117.88283839999997,125.62380463744603,2.7906236468054653
144.44399680000004,116.74759089204429,7.051168111867892
128.89807360000003,135.70400502964844,7.838987268349419
108.34007680000002,218.02105588532322,8.620896072773292
87.92366400000003,166.95097485112342,5.43585129367216
114.85294080000006,168.0323051265367,4.115016955061406
116.01392959999998,163.7149697697148,8.077202810429876
130.7952992,164.70189934010477,10.317297909677446
123.57451520000006,162.65022210287236,8.35807474601285
119.75174720000001,151.2634014198494,8.229996047929678
116.72184960000004,173.36684447246017,7.55434271592639
119.52521280000002,159.9870620329042,5.314224674659816
117.51472000000001,141.11684312734536,4.3182585297376495
131.5598528,135.95575855372311,2.0385191649751255
130.25728000000004,140.58056911932027,2.0358160897633812
142.91488960000004,123.29257826558211,3.627182909162519
122.4418432,112.35959920305112,5.50710823848905
129.7475776,107.87394521935704,6.670708509556408
131.106784,101.64610109304908,7.459126374118112
120.99768640000002,99.05821164633284,7.019735529597959
119.89333120000003,118.44398831558618,4.375914205292089
113.52205120000002,113.68131893745226,9.14562073586808
135.0994528,109.72230525585161,8.646583950492401
114.88125759999997,117.07383225784827,7.048470913771156
110.9169056,128.1787966606994,7.441566236673862
108.11354240000003,121.27301567028996,8.501343105337979
121.70560639999997,115.55299762351478,7.380906174835629
133.8535136000001,118.68986411173688,5.539877325541434
137.36479680000008,122.91636247941449,4.320692497256026
139.6867744,124.07132228348405,3.4743248957218733
134.02341440000004,131.4592074272539,4.175627383406224
144.7554816,141.47203367647626,3.4412905174757977
161.94377919999994,155.36806053018523,3.7544804463366885
159.1970496,182.7488861445607,4.090619868795423
159.90496959999996,188.71576189764198,6.981621862828615
175.9605952,191.26695674386036,4.231544789904617
166.50278400000002,206.9745185699789,4.021930522866548
145.7465696,191.01178370050275,3.688269652496929
121.11095360000002,163.1799317325149,7.496427899100074
130.48381439999997,161.48248373377157,9.188073039530487
161.91546240000002,186.07193790458302,8.170520059283673
171.85465920000001,174.16185523972206,5.37122115830428
171.2033728,173.31584694291342,1.5121147748325556
172.36436159999994,200.96556487680567,2.057432733328477
179.04712640000008,185.5995979207413,1.7391143051358164
205.12689920000008,214.34497652511413,6.296261996275231
209.00630079999996,239.11984691921236,9.309714870750149
208.12847999999997,261.0155129763579,8.592054760037238
210.818576,278.2326518025441,8.277953465388016
212.6874848,257.3326598093765,5.404986847410144
199.0954208,265.56390964569,3.8166434746919844
191.27998400000007,278.4070644522348,3.5800375233652795
190.45879679999996,263.3059076787119,2.9432944255578675
190.6853312,264.05762513457046,1.135921026169744
226.95915200000002,271.89267765637635,2.748464227430293
310.493712,338.5080615801182,3.264353108311006
471.9561056,468.93174227167066,10.97790623077012
527.9950527999999,571.961388876256,16.039847310788407
386.2977856,554.7853158244703,14.506670975033815
347.27723519999995,446.28183531823186,2.9107537026854495
318.8754848,390.18799808546726,9.742029995652093
303.6693632,359.029437943766,15.25196843403809
305.4250048,297.55684279218195,27.771888552103462
307.1240128,329.49347746758815,30.927030314081513
344.7287232,397.00248546417765,26.576138006605838
366.9574112,407.9184098459477,22.25987419973522
408.611424,359.6022383229267,31.161975948159075
467.3121504,386.9887803023685,37.008866242856705
534.5645504,481.10228690504516,33.902298915317154
738.2472928,634.4369184548135,17.852370420742712
866.8621984,783.6124669789117,15.02131849334085
907.2985888,908.2916316519588,18.17815347573835
1094.4160032,999.0982502464044,24.22050460352665
1043.3891296,992.6778349990327,27.005213279836404
1052.2806048,1006.2631937193348,24.88542347959929
1320.0442656,1094.1868554320722,29.29628187619418
1425.0146432,1228.325697911301,38.911316856646565
1677.911984,1398.8584017206513,54.92946247737712
1906.2020256,1590.901296319548,79.26053955228006
1642.8274688,1592.8422786363785,81.82125281755404
1534.06264,1527.3724920377058,67.15448103940929
1550.1182656,1400.4571849150245,62.92387375003465
1349.5220544,1312.4741485371476,58.340149956883614
1277.8805504000002,1290.3761437561675,61.962934438597536
1227.4200128,1218.7168899253077,65.3874307759062
1245.7126656,1245.129037138478,74.68400192763991
1289.4621216,1309.9876498971214,69.9537970921471
1463.3555904,1446.015042064176,74.15607669985344
1512.4286048,1504.8947695532202,60.5463145470511
1605.9023616,1572.9890440680429,50.1640223136592
1503.338912,1553.1523303097367,38.64804222785709
1261.9948256,1372.9604183707452,21.314095012044795
1107.470048,1224.3852855906189,24.668288396567124
1175.996704,1244.7438948963509,28.21390545653085
1693.9392928,1349.6785046023683,40.25909944530326
1519.762656,1479.2008861855743,61.76544472887131
1252.31048,1413.6358886343373,48.077860250183704
1257.9455232,1414.3340885534667,45.81968590066832
1288.6409344,1586.045606403812,63.895939310663
1385.3711232,1602.6925678555888,63.51132728522345
1579.652688,1529.4576022857586,48.39220642327
1506.9634624,1569.7636683357307,52.80084774694662
1480.6288384,1509.2154351647655,43.005778632095506
1516.5628576,1480.3164459863397,34.09994657249547
1823.9134048,1647.4482936722245,49.10944848158329
1818.6747968,1868.9053163564618,66.23317437047662
1733.5261792,2045.9531931764454,73.56254181950878
1598.7382112,1967.7924581450932,62.83394378865223
1677.7137664,1951.4559176325583,67.42428977945119
1788.6873056,2063.398069926923,72.4522169863151
1981.609664,2072.791228469945,71.7491207348571
2019.0161568000003,1894.2351651170723,63.13311349851496
1719.4810464,1896.061572938411,56.99215571024847
1736.4711264,1890.0967502702006,50.87015767097329
1771.074256,1782.1195649169113,38.5854752034824
1576.7360576,1695.9595580401176,32.98636820808007
1600.748704,1684.3040372997061,29.26989325610596
1842.2343744,1756.804341811065,35.58936772230494
2123.5334656000005,1986.0523065916589,51.237743189759094
1832.380128,2174.092441008249,58.43419901933737
1765.3259456,2121.9626248555533,53.21848234635128
1718.405008,2129.369221224315,54.90412756086712
1736.6410272,2028.7585318530155,49.801568010976546
1789.0271072,1814.5557789998445,48.206474041310365
1787.4130496,1894.4739272144736,49.252152630619335
1659.6193312,2041.1195584734337,55.21925464897517
1537.177488,1971.201540341051,55.912816542925334
1564.1917152,1808.5336622173834,58.759990577355374
1630.4247104,1837.8223804629984,56.99541215456386
1777.3322688,1950.7422406120963,61.062856523018795
1718.82976,2047.8109671907248,65.46009936831737
1790.2164128000002,1977.8538649142486,67.00446514077332
1760.8235744,2038.8908558815165,72.32066631468801
1443.1940288,2060.5923886878054,76.78799838793961
2130.4144480000004,1787.2366214631397,85.76775418053155
2072.365008,1740.9987056999703,71.51543992329499
1564.7580512,1679.3994716043399,61.7235665027215
