Obs Streamflow,Model Streamflow,Model Stdev
1526.4454208,1623.414140593641,59.176172164496364
1367.418272,1574.149346012679,69.26713638788448
1699.4044352,1576.5649823253966,70.23511324649706
1452.4819392,1549.551809965972,75.49514922781235
1171.0129472,1358.1520184534213,57.41232034016854
1114.4642976,1371.061651324098,42.47192520110815
1177.0727424,1391.0009369278828,51.346790397472695
1299.74112,1477.4421683664264,55.78315447622645
1270.2350144,1594.1452253472467,57.55455184112474
1219.9443776,1643.0442137629905,61.001097441447435
1256.5013664,1626.2257682257282,59.888585558631696
1160.7622656,1570.9810583994797,59.26833078779396
1207.7681536,1595.7642372641249,55.953960467094966
1166.9919615999997,1483.1820306114496,54.40607990734544
1043.615664,1382.9757371611313,52.303011018599314
1248.6576128,1344.251686301338,49.61421321937531
1156.4297952000002,1444.6353827640933,40.99729893664501
985.6228576,1354.6553471249877,43.65645194743436
897.5292928,1291.2302545283853,41.26815063297802
923.8356,1118.8211822103415,39.52756996655859
968.0381248,1177.8329594490442,29.265866498639525
1085.4962112,1234.0960886357059,29.537450611677233
1129.415568,1352.5420155430938,28.24109838302365
955.2955648,1344.3598612145574,23.796106406016865
1173.1933408,1265.9236969513242,27.864799297848315
1271.42432,1224.0265244591042,26.353916847588266
1127.574976,1187.0862541601914,27.885908528212838
1172.5420544,1213.7572136641488,14.814231728109055
1176.56304,1215.6999263401347,18.09416528046798
1003.7172928,1244.1818577631261,22.301505536738585
810.0586976,1116.2719992499663,27.521817979805643
727.3736416,958.8368439422479,25.159497988861933
706.4192096,883.614100826846,19.316590034483507
679.0085472,857.2629007083649,13.077719830196386
620.9024736,858.8363945663544,15.504723985014815
636.7881983999999,795.3748648631761,19.02328296714962
933.6898464,863.805505404812,15.398171496518037
920.7773856,929.5228020277264,15.899548806149765
838.17728,940.9652070653583,18.721543185672616
796.5515839999999,827.5191151711897,14.177158429673991
639.5632448,766.7466185272526,16.62159628209901
644.2072,718.40708543901,11.924851463844407
785.9894176,686.467055277087,13.740098047508118
587.0922144,700.0804877013813,14.639298078113752
530.9116832,695.4468914431686,11.852495229775458
422.4017056,706.3068417961945,9.156999238853247
476.9115456,663.0426993043636,19.756434658932264
591.7928032,712.6785649429335,21.464843403186432
626.7074176,764.1406186746956,24.754578558569968
509.8723008,695.3786126382096,30.40033178871347
464.9901728,564.4071046155126,20.308189863794894
419.9947776,472.4390232079998,19.711753825856693
362.03028800000004,360.5077517484619,16.737356096986954
328.4182464,405.3312396655866,13.811632149290157
297.2414496,378.5025943171055,16.710546915378416
371.941168,431.3843940027126,16.298784791282255
407.478752,470.23201877056846,16.32400400238407
412.1227072,536.1545669100199,15.177358713172785
694.4412032,572.0790274421292,16.361832633431177
749.2058944,623.183944829024,14.193511277363738
654.3729312,603.7586475634797,14.125640911080632
555.3490816,599.196138510601,16.276737642531717
574.0098528,620.318396253063,21.09875410944353
700.5859488,716.3196405793985,19.396208836772175
1147.1702016,700.00054442176,21.802173446421808
1132.813584,742.9102654129734,15.352251951590091
989.1624576,725.22149728617,15.119236610655173
744.2787711999999,746.1244350098043,15.464120463022985
620.4494048,686.4794424513568,14.770486805010123
576.4167808,628.7912234536575,16.845825537298083
557.6144256,642.5378231512316,15.364939311403147
457.2596864,616.0364491442419,13.721990202700905
342.1802111999999,464.0487459838295,11.07837981968546
322.8398368,366.8398019483395,6.991612198437016
358.0942528,314.9347676897115,6.775718502795955
440.1280224,405.5033760690077,12.267210583931305
570.0455008,432.4597040702318,11.467639058923199
483.8491616,491.8148597535545,12.552201336464474
410.5652832,493.60866798606696,9.118961885544921
373.1021568,462.72331833695296,6.976951034277096
370.1572096,425.082621654799,7.443144912534434
518.2823903999999,406.9056055696584,7.17843198674666
350.5903008,464.40120881401435,8.378827774173002
273.398704,377.3603306800121,3.797276761629636
446.7824704,367.9540983122615,7.184968798022941
274.814544,382.0269788580408,11.668558140239753
290.671952,348.0497357507919,11.494965513007164
277.0232544,363.8616238143103,12.575053967505747
312.0228192,331.841605740486,10.51172427005271
305.5665888,383.687364898291,14.216080137145326
390.488672,406.9280401567611,13.6849356449023
402.83479680000005,411.59110058614453,11.564128483394432
395.8971808,434.59295881517664,12.759229545582091
506.0778496,408.088163572278,8.030389996235083
422.6848736,433.1945110419256,13.954557505801716
365.6831552,384.16028510177,7.642069432644114
395.1892608,339.07077506404465,4.620851819179123
312.1360864,431.3851596179737,11.26999644388942
269.57593599999996,351.1857370594363,3.371642384197437
265.8098016,301.44082961144346,3.5418208191870812
312.90064,358.5950559972657,9.346462058154335
380.0964064,364.13181046994123,11.400626847793204
439.9581216,383.16199489954556,13.214228442263709
311.4848,412.49738821007156,12.923293276295105
335.3841792,332.5947445627935,6.517795851573522
379.9831392,316.8612651151219,7.660662858708272
305.963024,411.4074507711621,11.750544560041307
546.5425567999999,356.52442377412865,8.654755527749012
450.0105856,437.05196568747385,15.055623097645864
404.9868736,473.81067873867636,19.567643386348895
446.3577184,454.07239460695837,16.364662072840098
382.7298688,525.751729101318,27.42158395280887
264.5638624,328.2625260572854,17.704521847373513
228.26172480000002,223.39954772709012,23.47574333643817
211.0451104,199.36391835002092,15.964262047452797
183.1530624,188.6105807804214,11.143658487373987
168.45664320000003,179.91096666642045,8.537575782170169
180.7178176,169.40576397297974,7.709899048657534
190.5154304,166.56721964292234,4.47751902481727
194.1399808,166.06079433032465,5.263654510780726
206.65600640000002,165.5615239155038,8.620457166074242
218.09599360000004,165.22008010855052,8.449248531228287
237.1248832,161.71548483382685,9.95936786941713
218.464112,168.30510448716188,13.328562892028128
205.24016639999996,186.75973506926732,11.502799188377166
205.9197696,174.50386896655584,9.457592609143168
226.90251839999996,167.5510112207172,8.510360257760865
247.40388159999998,171.90371594265224,7.542531807876975
231.74469120000003,168.07708846943478,6.833588943187776
199.7467072,264.9814892936069,17.921064755802433
184.99365439999997,299.99844822523664,23.738338057454833
174.23327040000004,164.09593717705474,17.357489862427755
175.5924768,151.11588143536267,15.661496477003945
169.98575040000003,130.02441009536034,14.937606332806665
165.0019936,122.62766716067694,12.149089577044794
159.98991999999998,122.70510759937736,9.41242852754397
160.44298879999997,122.64227221592745,7.540390344467434
176.27207999999996,119.42505389106122,6.856168696288177
168.99466240000004,116.83791975984929,7.200136974626304
179.35861119999998,124.08666205472514,8.343415022570706
221.38074240000003,135.7149914369831,8.646080456210019
286.7642336,139.12677216924232,8.31530097394734
341.92536,155.59555469356394,9.655434770303295
309.077872,177.16988550243093,8.467837548212398
243.8359648,191.04660374524917,8.304281641693084
203.54115840000003,177.7783058741221,9.616156566063943
174.06336959999993,158.61474989272676,6.316012075004777
173.3837664,138.97236508065765,4.8197072121005125
181.45405440000002,124.7120907582713,3.3809266238114897
183.52118080000002,120.5976606119122,2.4965170148707396
180.68950080000002,114.51399934886302,3.6050470136289374
174.14832,108.17433419540151,5.180836456866561
159.39526720000003,113.09154112570718,7.969666684542619
169.9574336,128.0431351296296,7.598154065216572
182.04870719999997,115.80764881252401,8.004382075696029
173.95010240000005,120.41790925490733,7.200976499895575
143.42459199999996,122.22548225417188,6.200669895992913
153.6469568,114.09778617349247,6.734156781595966
160.07487039999995,116.98844040683923,5.905133713451685
117.797888,117.42326180963295,6.41025308357319
69.71596160000007,115.03397227500517,7.193686333078687
65.61002559999997,117.38246103939366,4.637168251716339
108.0852256,133.66807955393216,2.8254931758035675
